chunk_size,ratio,arm,policy,compute,rep,touches,bytes_touched,wall_ns,absent_handled,evictions,infeasible,prefetches,pager_bytes_fetched,io_read_bytes_delta,dedup_resident,dedup_fetching,pin_broken,rc
134217728,0.75,D,layer_order_declared,0,3,80,10737418240,2210907116,35,23,0,0,4697620480,4697620480,35,57,0,0
134217728,0.75,E,layer_order_learned,0,1,80,10737418240,2637922705,35,34,0,11,6174015488,6174015488,41,80,0,0
134217728,0.75,E,layer_order_learned,0,2,80,10737418240,3015743108,37,42,0,17,7247757312,7247757312,50,78,0,0
134217728,0.75,E,layer_order_learned,0,3,80,10737418240,2931484357,37,42,0,17,7247757312,7247757312,49,80,0,0
134217728,0.75,E,layer_order_declared,0,1,80,10737418240,1876901058,16,24,0,20,4831838208,4831838208,34,53,0,0
134217728,0.75,E,layer_order_declared,0,2,80,10737418240,1936549638,16,24,0,20,4831838208,4831838208,33,36,0,0
134217728,0.75,E,layer_order_declared,0,3,80,10737418240,1840852401,16,24,0,20,4831838208,4831838208,35,57,0,0
134217728,0.75,C,lru,400000,1,80,10737418240,5837323381,80,68,0,0,10737418240,10737418240,80,73,0,0
134217728,0.75,C,lru,400000,2,80,10737418240,5815030644,80,68,0,0,10737418240,10737418240,80,85,0,0
134217728,0.75,C,lru,400000,3,80,10737418240,5892685261,80,68,0,0,10737418240,10737418240,79,65,0,0
134217728,0.75,D,layer_order_learned,400000,1,80,10737418240,3643185786,47,35,0,0,6308233216,6308233216,40,78,0,0
134217728,0.75,D,layer_order_learned,400000,2,80,10737418240,3937954283,46,34,0,0,6174015488,6174015488,40,57,0,0
134217728,0.75,D,layer_order_learned,400000,3,80,10737418240,3960399365,49,37,0,0,6576668672,6576668672,46,54,0,0
134217728,0.75,D,layer_order_declared,400000,1,80,10737418240,3397803059,35,23,0,0,4697620480,4697620480,34,32,0,0
134217728,0.75,D,layer_order_declared,400000,2,80,10737418240,3287174423,35,23,0,0,4697620480,4697620480,35,35,0,0
134217728,0.75,D,layer_order_declared,400000,3,80,10737418240,3291155754,35,23,0,0,4697620480,4697620480,35,41,0,0
134217728,0.75,E,layer_order_learned,400000,1,80,10737418240,4045032658,41,42,0,13,7247757312,7247757312,44,64,0,0
134217728,0.75,E,layer_order_learned,400000,2,80,10737418240,4160044126,40,44,0,16,7516192768,7516192768,45,67,0,0
134217728,0.75,E,layer_order_learned,400000,3,80,10737418240,4167844370,41,42,0,13,7247757312,7247757312,44,52,0,0
134217728,0.75,E,layer_order_declared,400000,1,80,10737418240,2719943012,15,23,0,20,4697620480,4697620480,31,27,0,0
134217728,0.75,E,layer_order_declared,400000,2,80,10737418240,2699673684,15,23,0,20,4697620480,4697620480,30,23,0,0
134217728,0.75,E,layer_order_declared,400000,3,80,10737418240,2705901602,15,23,0,20,4697620480,4697620480,30,15,0,0
